,gene_id,TCGA-OR-A5J1-01A-11R-A29S-07,TCGA-OR-A5J2-01A-11R-A29S-07,TCGA-OR-A5J3-01A-11R-A29S-07,TCGA-OR-A5J5-01A-11R-A29S-07,TCGA-OR-A5J6-01A-31R-A29S-07,TCGA-OR-A5J7-01A-11R-A29S-07,TCGA-OR-A5J8-01A-11R-A29S-07,TCGA-OR-A5J9-01A-11R-A29S-07,TCGA-OR-A5JA-01A-11R-A29S-07,TCGA-OR-A5JB-01A-11R-A29S-07,TCGA-OR-A5JC-01A-11R-A29S-07,TCGA-OR-A5JD-01A-11R-A29S-07,TCGA-OR-A5JE-01A-11R-A29S-07,TCGA-OR-A5JF-01A-11R-A29S-07,TCGA-OR-A5JG-01A-11R-A29S-07,TCGA-OR-A5JI-01A-11R-A29S-07,TCGA-OR-A5JJ-01A-11R-A29S-07,TCGA-OR-A5JK-01A-11R-A29S-07,TCGA-OR-A5JL-01A-11R-A29S-07,TCGA-OR-A5JM-01A-11R-A29S-07,TCGA-OR-A5JO-01A-11R-A29S-07,TCGA-OR-A5JP-01A-11R-A29S-07,TCGA-OR-A5JQ-01A-11R-A29S-07,TCGA-OR-A5JR-01A-11R-A29S-07,TCGA-OR-A5JS-01A-11R-A29S-07,TCGA-OR-A5JT-01A-11R-A29S-07,TCGA-OR-A5JV-01A-11R-A29S-07,TCGA-OR-A5JW-01A-11R-A29S-07,TCGA-OR-A5JX-01A-11R-A29S-07,TCGA-OR-A5JY-01A-31R-A29S-07,TCGA-OR-A5JZ-01A-11R-A29S-07,TCGA-OR-A5K0-01A-11R-A29S-07,TCGA-OR-A5K1-01A-11R-A29S-07,TCGA-OR-A5K2-01A-11R-A29S-07,TCGA-OR-A5K3-01A-11R-A29S-07,TCGA-OR-A5K4-01A-11R-A29S-07,TCGA-OR-A5K5-01A-11R-A29S-07,TCGA-OR-A5K6-01A-11R-A29S-07,TCGA-OR-A5K8-01A-11R-A29S-07,TCGA-OR-A5K9-01A-11R-A29S-07,TCGA-OR-A5KO-01A-11R-A29S-07,TCGA-OR-A5KT-01A-11R-A29S-07,TCGA-OR-A5KU-01A-11R-A29S-07,TCGA-OR-A5KV-01A-11R-A29S-07,TCGA-OR-A5KW-01A-11R-A29S-07,TCGA-OR-A5KX-01A-11R-A29S-07,TCGA-OR-A5KY-01A-11R-A29S-07,TCGA-OR-A5KZ-01A-11R-A29S-07,TCGA-OR-A5L3-01A-11R-A29S-07
129,ABL2|27,405.86,811.3,431.936,396.592,310.724,396.31,906.755,442.994,410.148,1002.56,287.532,257.888,335.407,423.979,292.893,320.999,266.399,574.371,396.993,648.276,620.363,536.232,280.283,408.451,649.279,344.901,499.481,317.683,316.523,442.454,407.725,254.228,349.457,365.364,219.922,230.27,337.621,548.713,412.192,439.314,397.844,486.512,333.396,323.178,281.356,666.826,349.308,355.151,484.375
130,ABLIM1|3983,554.275,655.08,1607.47,197.521,623.125,324.91,246.995,7198.4,152.748,428.205,1542.62,258.495,411.765,4642.53,121.994,1216.47,3185.19,3879.48,230.209,2669.4,3156.88,2321.48,461.431,316.432,5448.02,172.451,358.775,5207.99,2552.29,795.343,144.417,2986.26,506.796,228.892,217.335,67.2322,276.068,3701.16,3833.09,65.0836,3583.41,869.942,744.534,241.034,205.751,700.765,386.94,389.091,4752.23
131,ABLIM2|84448,168.588,1043.22,1312.4,419.055,115.124,80.2246,19.8923,310.742,1341.97,859.976000000001,78.2443,107.403,158.371,1975.48,1546.15,49.0287,2751.45,612.51,928.353,163.793,434.632,32.0597,31.8503,26.7606,714.021,175.293,50.3634,370.338,137.506,1456.34,8.0605,1104.12,163.963,219.391,102.199,2.8013,508.957,921.252,1139.33,330.695,185.098,1388.25,821.529,203.239,2133.66,173.996,657.001,272.121,55.8036
132,ABLIM3|22885,22.0941,373.641,2650.87,607.281,1464.2,404.733,957.729,32.9781,1116.81,212.989,88.4224,408.374,72.3982,512.405,1509.61,127.66,123.606,185.355,364.576,32.7586,482.144,61.9236,259.182,235.211,73.6219,1242.69,82.5545,4583.59,79.7795,1206.45,870.529,173.89,129.183,86.3744,117.723,52.6652,66.1461,276.628,2275.76,107.3,1295.22,443.16,198.841,22.3679,1808.02,31.0707,251.024,50.303,61.3839
133,ABO|28,42.2671,6.0395,85.9132,642.913,220.19,51.3438,2.901,6.1196,136.364,0.0,19.084,310.073,0.0,127.039,16.6599,168.363,0.8925,15.2555,69.5325,30.1724,184.111,1.7567,205.833,751.174,288.198,108.966,489.616,202.282,68.753,70.7568,804.702,3.6998,119.246,0.0,274.256,266.127,0.0,23.2206,104.499,158.311,939.55,57.8035,21.6782,23.5249,87.4848,61.1855,49.5849,274.546,125.0
134,ABP1|26,3.8425,10.4684,45.6229,5.4222,8.3829,9.2258,1.2433,5.4397,3.1712,5.347,18.4478,1.2136,9.6154,15.0594,0.5374,7.4006,4.4623,34.3249,29.1285,0.0,3.2395,0.4392,4.7775,0.939,0.7399,3.3164,1.0384,1.3164,49.2946,0.8957,5.3736,4.2283,0.0,0.0,2.5873,1.6808,1.378,0.5048,1.4514,0.0,3.2802,38.5356,4.4851,0.0,33.4818,1.912,2.2136,3.0303,0.0
135,ABR|29,3586.46,12304.8,2772.33,1472.5,198.953,3304.85,2932.03,9611.92,642.178,626.936,1477.1,2176.58,4314.48,5163.43,253.661,893.617,3693.89,2816.17,1743.95,882.328,880.062,548.09,3355.03,1130.99,2751.02,1736.82,1608.52,2614.74,2075.56,409.763,1988.92,11557.1,645.916,2303.61,548.512,667.279,2767.57,10728.9,1795.36,2277.92,698.688,1384.39,3146.33,4268.41,947.752,262.428,3072.05,2108.48,9777.9
136,ABRA|137735,0.0,0.4026,1.185,1.5492,0.0,0.0,0.0,0.0,0.5285,0.0,3.8168,0.0,0.5656,3.8614,1.0748,0.0,0.4462,4.5767,0.0,4.7414,1.6197,0.0,0.0,0.0,0.7399,0.0,0.0,0.0,11.0264,0.4478,0.0,0.5285,2.4843,0.0,0.0,0.0,0.0,0.0,0.0,1.3193,0.9372,0.0,2.9901,0.0,0.0,0.478,1.3282,0.0,0.0
137,ABT1|29777,683.477,605.556,526.144,398.916,926.025,831.929,719.022,766.655,931.818,811.852,1446.56,444.782,1022.62,547.543,342.335,850.138999999999,453.369,541.571,1194.74,885.345,786.117,1293.37,700.707,641.784,654.828,577.046,448.598,611.672,718.015,969.994999999999,575.651,642.178,757.709,957.029,824.062,681.286,1084.52,704.19,476.052,631.486,842.081,392.1,632.405,999.999999999999,551.37,680.688,580.409,981.212,536.83
138,ABTB1|80325,384.726,458.999,403.496,494.19,753.898,578.019,672.607,454.554,347.252,525.342,374.682,564.32,529.412,455.256,324.063,364.477,293.173,456.14,310.077,490.517,1564.67,305.665,490.096,305.634,714.021,209.404,300.104,262.835,541.592,210.479,163.896,635.835,255.882,615.85,159.12,167.52,591.181,869.258,245.283,323.659,614.808,1077.07,327.415,287.698,264.615,1038.24,376.757,256.364,918.527
139,ABTB2|25841,94.1402,28.9894,419.493,189.001,620.331,366.225,239.536,75.1356,286.469,33.4187,210.56,329.49,112.557,447.534,417.574,160.037,389.558,225.782,514.447,60.7759,95.0251,160.738,263.561,334.742,402.516,174.819,329.699,381.746,223.123,593.372,40.974,1305.5,81.1535,80.3282,200.518,91.3237,95.085,163.554,203.193,254.617,228.21,738.921,386.47,80.216,801.404,151.052,177.975,17.5758,179.688
140,ACAA1|30,2097.02,1743.79,1585.54,1171.96,2018.59,1730.45,963.531,1120.57,1123.15,894.731,1174.94,2049.76,2348.42,1018.63,1324.2,1209.07,836.68,1086.19,1687.57,1409.91,2065.72,1469.04,1552.7,1651.17,1926.38,1110.03,1148.49,957.876,2040.54,1029.56,945.76,1144.82,1772.96,3434.25,1830.53,677.364,1014.7,2423.02,1033.38,910.73,561.387,1550.1,870.118,2864.25,1254.49,1335.56,2246.82,1515.76,4061.38
141,ACAA2|10449,75.4083,1422.9,71.6931,60.4183,3295.02,441.236,2235.39,765.635,132.664,602.874,335.878,2316.75,2280.54,411.623,360.607,502.313,1403.84,713.196,407.329,965.085999999999,1856.77,1491.44,375.435,1994.37,42.1754,957.952999999999,517.653,59.2365,217.934,275.862,1536.86,238.372,828.097,1298.21,1177.23,1460.62,2581.99,679.455,235.123,3174.58,352.39,3343.93,722.856,1296.18,72.904,2653.44,292.64,1381.82,1155.13
142,ACACA|31,2329.01,1393.5,2093.32,263.362,977.998999999999,2931.01,909.242,1616.61,1273.78,1067.17,924.936,1657.77,1888.01,1124.05,174.661,731.73,1494.87,965.675,1856.24,3425.0,629.001,1088.27,1372.75,1651.64,1207.18,1072.13,1013.5,1351.03,1372.47,3643.53,1605.37,690.803,962.249,1667.89,763.26,2534.09,1216.35,1413.93,650.218,1781.88,990.628,1748.55,743.786,2033.17,1641.15,1217.97,1784.62,2229.7,1157.37
143,ACACB|32,2377.52,1782.04,2263.96,2865.22,1472.03,4442.44,1076.25,1978.35,1617.34,220.118,1294.53,2143.2,2622.74,2112.95,2870.89,860.314,2304.77,1869.57,1723.28,4462.07,1064.17,1584.98,783.518,1446.48,2479.47,1574.8,1084.63,2126.81,2667.75,571.429,888.665,2098.84,824.785,2104.08,1280.72,1632.62,3003.67,975.77,1239.48,808.707,535.614,1401.73,1681.93,455.071,1684.35,703.155,2284.45,653.333,2244.42
144,ACAD10|80724,617.195,819.755,900.014999999999,713.4,1181.42,360.61,1012.02,717.018,615.75,424.195,540.076,1047.94,865.950000000001,663.771,1083.43,432.007,1065.15,874.142,1515.15,604.31,2449.6,352.218,717.428,1395.77,646.689,1807.89,1220.66,611.233,751.095,489.924,1840.47,312.896,1631.35,632.261,905.563,1478.55,638.953,590.611,467.344,427.88,276.945,544.316,696.692,1490.94,978.533999999999,476.099,670.725,570.909,1051.34
145,ACAD11|84129,374.159,865.619,1359.21,602.634,871.816,480.144,336.092,251.585,254.228,286.956,454.199,971.444,604.638,554.88,210.13,589.269,614.012,418.764,240.545,489.224,476.205,122.969,424.405,524.413,1175.35,548.62,419.003,608.118,590.887,457.631,246.516,1999.47,239.32,445.692,538.163,192.732,587.506,1053.0,164.006,437.995,626.054,203.275,595.029,485.152,540.57,655.354,573.326,310.303,1502.23
146,ACAD8|27034,401.537,529.459,666.568,412.858,823.755,557.962,438.044,274.704,455.603,431.77,446.565,567.354,708.145,572.256,631.466,277.521,489.067,411.899,731.971,274.138,507.52,381.642,348.761,743.192,593.045,730.072,766.355,460.29,282.147,350.202,476.238,212.474,514.248,506.154,376.455,565.31,615.067,318.526,313.498,263.413,344.892,518.304,500.093,818.743,510.868,586.998,702.601,310.303,348.214
147,ACAD9|28976,715.653,1306.53,1043.4,580.17,1094.8,849.98,832.565,1023.21,734.672,1290.84,941.476,1502.43,1528.85,1036.78,854.494,897.308,870.147,839.817,1106.88,700.0,908.677,795.784,1530.0,1697.18,1669.63,963.638999999999,1261.23,723.559,843.827,739.194,754.996,572.41,1067.42,1036.49,834.411,884.103000000001,1248.04,1259.46,760.523,730.431,1345.83,1108.37,626.41,1289.24,564.866,625.239,1062.97,931.03,1200.89
148,ACADL|33,1188.76,12.0789,488.224,267.235,841.638,0.0,0.0,122.733,371.036,1.3367,1340.97,879.248,8.4842,746.018,19.8845,491.212,205.266,2017.54,597.604,2.5862,87.4663,7.466,357.122,525.352,64.003,289.471,672.897,2014.48,3918.92,0.4478,666.331,0.0,69.5602,5.1825,1196.64,304.226,12.4024,1.5144,44.9927,10.1143,3231.02,0.0,444.029,4.2422,405.562,0.478,33.2042,0.0,5.5804
149,ACADM|34,591.258,1211.92,1498.44,459.334,3260.37,2387.89,498.135,1848.47,891.648999999999,790.465,1051.53,1305.22,1083.14,1517.52,1705.23,587.419,1172.69,1025.17,3440.45,1719.4,1333.59,4007.47,815.368,1504.69,1648.17,1962.81,2220.15,1629.22,413.167,2126.29,2389.25,793.869,1391.2,1340.53,1793.01,2957.65,889.297,1060.07,779.39,1609.5,1916.12,1211.95,1140.72,2080.99,859.187,934.99,1523.41,1293.33,671.875
150,ACADS|35,1064.84,1424.91,1789.36,1721.92,6040.12,2139.59,643.597,1275.27,1177.59,494.152,2703.56,2896.84,2910.63,1359.2,1389.76,1616.1,1732.26,1900.08,4230.21,1065.09,1448.59,2084.32,1341.69,2518.31,1714.39,3946.94,1789.2,1229.05,865.25,1401.25,2194.46,2036.47,3490.43,2152.45,4142.3,7742.34,2184.2,1165.07,907.112,1391.82,541.706,1186.9,961.315999999999,1156.96,2825.98,4302.58,1022.69,1238.79,2085.94
151,ACADSB|36,430.355,1211.92,1097.91,649.109,1962.15,789.008999999999,217.157,828.192,355.18,124.318,806.616,3329.49,826.357,1098.95,817.95,1046.25,868.362,772.693,1353.54,792.241,679.753,2077.29,727.779,1532.39,685.905,1823.52,939.771,1472.14,737.474,1682.49,1450.88,2914.9,915.048,364.5,1034.93,1389.46,159.853,1485.11,808.418,1339.93,797.563,531.792,1076.43,934.053,772.783,538.241,685.335,353.333,3733.26
152,ACADVL|37,12233.8,9037.02,20032.6,19258.7,9413.91999999999,8780.95,5564.03,17350.5,6559.2,3615.46,10403.9,15405.9,7634.03,15814.3,11975.3,8305.27,11834.0,9999.94,8132.92,7874.55,5445.04,9228.35,10663.9,8838.94,19127.9,11439.1,4253.35,7365.94,21814.8,5956.56,6381.81,15619.9,8367.92,8948.35,6868.03,5081.07,11590.2,14699.6,7200.29,11598.9,7852.38,7005.77,9489.04,21172.0,8213.85000000001,5519.59,13261.7,6698.78,50498.8
153,ACAN|176,35.0624,25.7683,4.1475,221.534,3.3531,151.625,4.9731,1166.81,389.006,32.082,257.634,3.6408,3457.01,18.1485,10.2109,20.3515,670.236,5.3394,198.262,1266.38,167.374,1331.58,149.298,11.2676,389.567,214.616,109.553,51.7771,5.8375,793.551,17.4643,339.324,106.825,890.52,42.6908,17.3683,1640.33,251.893,0.0,214.16,48.2662,13.4875,4.4851,40.108,55.6231,9703.63,187.272,60.0,17.8571
154,ACAP1|9744,30.7397,20.5341,18.9602,13.1681,42.4731,2.4067,164.94,6.1196,7.9281,233.486,13.9949,121.359,15.8371,11.198,2.6871,187.789,20.5266,216.629,7.9868,1.7241,262.939,4.8309,192.296,95.3052,39.9556,57.7994,42.0561,5.2655,48.646,7.1652,97.3971,17.9704,71.2164,15.5474,25.8732,96.9264,486.449,31.8021,11.611,6.5963,9.3721,121.387,10.4653,53.2202,10.8006,5.7361,5.7554,10.303,37.9464
155,ACAP2|23527,605.187,1959.6,476.374,346.243,585.123,886.081,1090.34,744.897,472.516,1289.96,599.873,942.961000000001,364.253,482.672,538.492,547.641,459.616,506.484,762.979,837.931,811.493,419.411,893.003,848.357,900.111,668.957,1069.57,585.783,514.351,772.503,887.322,319.239,710.508,570.935,622.251,712.661,561.782,817.264,383.164,475.813,961.106,488.439,562.138,407.25,656.676,782.027,615.385,527.273,566.964
156,ACAP3|116983,1420.27,805.301,1704.8,4210.69,712.542,648.636,1707.79,926.446,1932.88,1097.05,1115.89,966.279999999999,731.929,1011.74,2416.84,819.611,1634.54,1081.62,946.676,1000.86,1223.99,1436.56,895.439000000001,1316.13,1131.13,1580.13,280.966,1415.28,1143.51,674.429,1275.06,1575.1,1036.03,756.64,1073.74,1510.63,791.02,500.757,1171.26,981.249,1483.75,1691.74,1013.64,2078.71,1240.99,927.82,1723.96,1297.65,1844.98
157,ACAT1|38,1779.06,2112.2,2610.58,623.548,6517.95,3258.32,973.476999999999,1076.72,1790.17,800.713,1838.42,7253.64,1687.78,3699.97,2120.11,2141.54,2571.17,1419.53,3098.9,1865.95,2545.7,1242.86,3518.66,6854.46,2800.22,4908.68,3731.05,2136.9,773.796,2875.95,2796.98,1808.14,3608.02,2364.07,2677.88,2904.43,2852.09,924.281,1190.13,1961.74,1590.44,3496.15,2119.23,3957.96,2375.05,3206.02,4054.9,3107.88,2784.6
158,ACAT2|39,4078.27,506.086,4244.53,102.82,4757.0,10013.7,188.148,1980.24,5569.73,487.887,1112.81,448.513,25308.0,783.23,165.793,255.532,1419.35,1086.88,13128.1,37853.2,503.514,7932.17,445.132,699.357,6402.43,273.145,844.973999999999,2018.17,852.959,5021.97,225.196,524.17,547.588,16715.1,2283.4,1179.52,7571.16,5940.51,1292.69,14060.0,2342.26,8461.73,617.47,7092.09,2788.57,315.296,8711.92,3359.86,5263.06
159,ACBD3|64746,529.299,2155.68,739.446,415.182,604.683,860.81,1017.82,684.38,1104.65,740.114,378.499,483.616,625.0,580.365,1530.03,463.46,535.922,700.229,764.388,1038.36,860.625,1444.01,892.207000000001,817.84,642.249,641.004,1300.62,678.368,342.468,682.49,809.404,740.486,467.047,637.443,650.712,653.833,863.574,951.54,407.837,1019.35,749.766,809.249,930.666999999999,637.486,982.313999999999,681.166,818.152,1285.45,397.321
160,ACBD4|79777,471.662,172.728,361.428,344.694,518.06,81.0269,128.056,185.969,176.004,167.539,321.247,739.684,110.294,195.0,97.2726,376.503,208.389,320.366,180.879,218.965,244.042,75.538,416.045,263.38,295.598,344.427,249.74,156.648,651.208,218.092,435.264,539.641,351.941,127.834,345.408,253.241,484.612,525.997,208.999,138.083,286.785,165.703,228.742,581.18,200.891,339.866,36.3033,64.2424,825.893
161,ACBD5|91452,1813.64,2649.31,830.099,801.704,1641.92,3393.9,246.167,1727.44,828.224,543.166,752.544,1964.2,520.928,1069.22,1082.9,892.692,565.819,1248.67,1894.76,1389.22,761.28,1087.4,794.665,1236.15,694.784,889.731,1140.19,1475.21,878.223,651.59,910.159,710.888,790.833,1072.77,905.563,1298.14,882.866000000001,1139.83,946.299,1215.48,2070.29,808.285,736.311,1128.04,1239.91,921.128,1304.26,901.212,1152.9
162,ACBD6|84320,772.815,936.518,603.762,285.825,402.377,573.606,439.287,542.269,449.789,519.55,519.72,346.481,743.213,356.791,597.609,333.95,381.526,421.053,338.736,565.086,512.919,429.512,317.707,310.798,527.562,238.778,377.986,252.304,380.088,637.707,280.772,274.313,351.113,855.971,375.162,279.574,1029.4,761.232,502.177,737.907,385.661,421.002,281.817,713.074,456.325,640.535,513.558,376.364,609.375
163,ACBD7|414149,14.4092,46.7051,19.5527,214.562,5.5886,442.84,32.7393,37.0578,81.3953,9.8028,105.598,7.8883,28.2805,17.7623,38.6941,15.7262,54.44,54.1571,38.055,184.914,6.479,28.1072,12.342,18.3099,21.0877,26.0571,12.4611,7.0206,9.0806,35.8262,21.4945,70.296,34.7801,50.0972,59.5084,194.413,66.6054,18.1726,127.721,43.9754,236.645,12.5241,32.891,15.0405,51.3028,121.415,133.702,49.697,8.9286
164,ACCN1|40,0.0,0.4026,41.4753,17.8156,0.0,0.4011,0.0,0.0,13.7421,1.3367,1.2723,2.4272,0.0,0.0,9.1361,7.4006,3.5698,0.0,19.2624,0.0,0.5399,3.0742,2.3888,0.0,0.0,0.0,0.0,10.0921,12.9723,2.687,0.6717,0.0,4.1405,0.0,2.5873,4.4821,0.4593,0.0,5.8055,0.0,2.343,0.9634,3.7376,5.7848,4.3202,0.0,3.9845,0.0,1.1161
165,ACCN2|41,11.0471,40.263,26.6627,189.775,4.4709,12.0337,999.586,42.4975,4.2283,147.488,5.7252,32.767,40.1584,32.0494,17.1974,21.2766,199.018,5.3394,6.5774,30.1724,23.7563,26.3505,18.3139,3.7559,33.6663,2.8426,4.1537,18.4291,42.8085,29.5567,20.1511,51.797,4.1405,12.9562,6.4683,10.6451,49.1502,11.6103,10.1597,5.7168,8.9035,15.4143,42.6089,68.2607,1.0801,0.0,30.5479,7.8788,10.0446
166,ACCN3|9311,10.5668,21.3394,57.473,438.42,15.0891,88.6482,307.087,107.094,131.607,11.5852,83.9695,43.0825,11.3122,44.792,204.756,24.0518,45.5154,25.9344,4.6981,37.069,7.5588,18.4453,5.9719,7.0423,45.875,2.8426,15.5763,46.9504,123.237,75.2351,2.0151,14.2706,4.9686,52.6884,37.5162,3.9219,99.2191,29.2781,29.0276,128.848,71.2277,3.8536,82.2276,52.0632,72.364,131.453,83.6746,18.7879,15.625
167,ACCN4|55515,0.4803,4.8316,0.5925,2.3238,0.0,2.8079,26.1086,1.0199,3.1712,1.7823,0.6361,0.0,0.5656,0.0,0.5374,0.0,0.0,0.7628,0.0,1.7241,3.2395,0.0,0.0,0.0,1.1099,0.4738,0.5192,0.0,5.1889,1.3435,0.0,0.5285,0.0,0.0,1.2937,1.6808,1.8374,0.0,0.0,0.8795,2.343,0.0,2.2426,8.0987,2.7001,4.3021,0.0,0.6061,0.0
168,ACCN5|51802,0.0,0.0,0.0,0.0,0.0,0.0,0.4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061,0.0
169,ACCS|84680,964.938,135.284,529.107,578.621,311.283,205.375,58.8479,158.091,160.677,221.9,214.377,500.607,98.9819,221.643,74.7011,129.51,155.288,174.676,177.12,117.672,481.065,29.4247,141.336,328.639,203.478,245.884,306.334,481.351,405.384,274.519,466.163,345.666,614.448,196.07,293.661,233.632,100.597,268.551,172.714,95.4266,305.529,124.278,132.312,398.766,251.114,533.461,192.142,81.2121,1299.11
170,ACCSL|390110,0.0,0.0,0.0,0.0,21.2366,0.0,0.8288,0.0,2.6427,0.0,0.0,0.0,0.0,0.0,0.5374,0.0,0.0,0.0,0.4698,0.0,0.0,0.4392,0.0,0.0,0.0,0.0,1.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634,0.0,0.3857,1.0801,0.0,0.0,0.6061,0.0
171,ACD|65057,519.693,258.086,490.002,1096.82,297.871,249.9,551.596,468.153,820.296,646.541,583.333,495.146,632.353,545.612,577.187,529.14,858.545,709.382,133.897,389.224,503.741,331.577,511.994,596.244,424.713,629.16,375.389,317.683,623.966,363.636,595.802,271.142,627.698,481.106,802.07,661.116,1223.24,385.159,651.669,397.977,652.296,411.368,660.811,411.493,504.388,842.734,651.688,643.03,409.598
172,ACE|1636,239.193,481.143,397.571,304.415,90.5348,430.806,490.261,713.279,87.2093,483.458,83.3333,155.34,282.24,194.227,166.6,638.298,61.1334,133.486,109.467,64.2241,161.975,133.509,344.381,497.653,68.4425,254.886,520.768,174.638,1359.49,378.415,200.168,31.1839,130.011,155.474,416.559,180.967,15.1585,127.209,121.916,101.143,122.774,323.699,194.356,193.598,72.364,217.973,272.717,356.364,17.8571
173,ACE2|59272,8.1652,37.8473,118250.0,1014.72,223.543,2.4067,0.4144,0.34,17518.5,12.0307,18800.3,36.4078,5.0905,160.247,54.2792,88.8067,42.838,106.026,32280.9,148.707,3.7794,11.8577,48.9698,249.296,86.9404,129.338,156.282,1520.4,103.778,527.989,100.084,124.736,40.5768,11.2287,535.576,36.4174,16.9959,53.5083,110.305,14.0721,646.673,26.975,49.3366,12.3409,51870.4,1.912,20.808,6.0606,21.2054
174,ACER1|125981,0.0,0.0,7.1101,0.7746,0.0,0.8022,0.0,1.6999,0.5285,0.0,1.2723,1.2136,0.0,3.0891,0.0,1.8501,0.8925,0.0,0.0,0.0,0.0,0.0,0.7963,0.0,0.0,0.0,0.0,0.8776,3.2431,0.0,0.0,4.7569,0.0,0.0,0.0,0.5603,0.0,0.0,1.4514,0.0,0.9372,0.0,5.2327,0.3857,0.54,0.0,1.3282,0.0,2.2321
175,ACER2|340485,3.3622,26.5736,31.4028,22.4632,16.2068,18.4517,8.2884,23.4586,8.9852,20.0512,16.5394,17.5971,7.9186,37.4554,30.6328,25.9019,4.9085,9.1533,19.2624,27.1552,4.8592,27.668,16.7214,30.0469,29.5967,9.4753,34.7871,87.7578,17.5126,42.0958,24.1814,23.7844,24.8429,6.91,5.1746,1.6808,7.3496,18.1726,8.7083,60.2463,24.3674,6.7437,14.9505,33.9375,18.361,8.6042,15.938,25.4545,3.3482
176,ACER3|55331,70.6052,126.829,238.779,181.255,179.393,492.178,258.185,50.997,174.419,393.004,180.025,132.888,112.557,135.534,70.9391,192.414,120.036,112.891,218.934,243.103,378.481,159.859,119.04,142.723,172.401,120.81,174.455,224.66,225.069,448.276,216.96,771.142,134.98,121.788,67.2704,66.1116,115.296,100.959,88.5341,74.7581,185.098,201.349,184.638,40.108,129.067,128.585,85.8882,127.273,123.884
177,ACHE|43,318.924,99.0471,34.9578,2652.21,17.8834,1.6045,28.5951,794.534,80.3383,4.0102,105.598,265.17,3.9593,268.366,33.8573,86.9565,82.1062,16.0183,7.0472,34.9138,17.8172,79.0514,22.6933,24.8826,4.0696,15.6343,10.3842,21.5007,39.5654,55.5307,2.6868,11.6279,14.9058,39.7322,129.366,12.3259,46.3941,283.19,103.048,15.3914,19.6813,9.6339,161.465,700.733,15.1208,8.6042,268.29,30.303,68.0804
178,ACIN1|22985,3414.03,1956.38,3948.45,6068.16,1809.02,1990.77,2624.95,4561.51,3322.41,3898.85,4059.8,1770.02,2178.17,1825.27,3093.38,3027.75,4458.72,3340.96,3905.1,2430.17,2618.05,3284.15,1788.39,2701.88,3131.34,2809.9,2384.22,3839.84,4212.1,2917.15,2731.15,2382.66,3134.35,2207.73,2181.11,3236.67,1588.42,3630.99,4381.71,2989.89,3975.16,2249.52,1841.15,2921.33,5148.64,5216.54,3051.25,3310.3,4195.31
179,ACLY|47,2880.88,2620.72,5685.08,678.544,3870.64,2746.49,2291.75,2302.69,3127.91,2309.9,1381.68,2008.5,8658.37,1734.14,1618.16,1228.49,1581.88,1247.14,3672.07,22001.7,1749.33,4611.33,2749.88,2021.6,3453.94,1527.89,3260.12,1618.25,1607.26,8936.41,1636.94,1744.19,1486.43,5800.04,1702.46,1575.47,5472.21,6156.99,763.425,9771.77000000001,2848.64,4724.47,1758.92,6899.34,3833.67,1050.19,4461.32,2963.64,2446.43
180,ACMSD|130013,0.4803,0.0,2.37,0.0,0.0,3.209,0.0,0.0,0.0,0.0,1.9084,1.2136,59.9548,0.0,0.0,2.7752,0.0,13.73,86.4459,6.0345,0.0,0.4392,0.3981,1.4085,0.37,0.4738,0.0,1.7552,3.8917,0.0,4.7019,5.2854,0.8281,0.8637,0.0,0.0,0.0,1.0096,0.0,3.9578,1.4058,0.0,0.0,0.0,5.9403,0.0,0.4427,6.6667,3.3482
181,ACN9|57001,301.633,280.633,693.823,446.94,269.369,355.796,223.788,357.319,594.08,324.83,284.351,604.976,167.421,518.969,904.474,392.229,667.113,424.866,773.784,218.103,160.895,382.521,340.002,376.056,323.714,270.994,384.216,509.434,391.114,222.123,99.4123,159.091,483.609,239.257,620.957,243.717,121.268,772.842,328.012,368.514,666.354,280.347,541.207,396.838,785.203,173.996,412.175,236.364,150.67
182,ACO1|48,1475.5,1179.71,1349.73,1029.43,3548.18,2412.35,1237.46,674.521,2336.68,2159.74,1017.18,4475.12,3596.15,2211.41,3556.09,1487.51,1084.78,958.047,1901.34,1512.93,3542.38,1962.23,1207.52,2044.6,1537.18,1135.62,3089.82,3079.42,1087.08,1343.04,2042.65,1024.84,1888.06,1665.3,1935.32,1344.64,691.778,650.177,1621.19,2395.34,1926.43,2354.53,701.177,1242.19,1540.7,1222.75,2662.53,1203.03,1112.72
183,ACO2|50,1409.58,3645.06,3056.82,1694.91,7014.88,1437.8,2426.3,1698.11,3320.18,2998.18,2191.11,8787.19,2925.6,3242.84,4612.34,1451.32,4427.34,2944.55,5027.94,3101.74,3877.94,3592.93,2397.45,5148.85,5319.1,11039.1,4503.27,2507.22,902.818,2573.51,4892.44,3845.74,7709.1,3783.22,10467.5,8698.49,2368.56,4973.55,2250.17,2007.22,2124.66,5277.56,2000.02,5123.02,3658.93,1404.53,5033.22,2029.36,3295.08
